"projectID";"physUrl";"id";"availableLanguages";"status";"archivedDate";"type";"source";"represents"
"101058570";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5f45f7c97&appId=PPGMS";"9676eff97457ad5928f67cd7c95f7b87";"en";"";"";"projectDeliverable";"corda";""
"101069203";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e50395e6bd&appId=PPGMS";"bf78ced761d3746afac9f362418985be";"en";"";"";"projectDeliverable";"corda";""
"101059786";"https://twitter.com/projectvaluable";"81021bbbe8ee438bf75b1d38d43d5698";"en";"";"";"socialMedia";"editorial";"twitter"
"101059786";"https://www.linkedin.com/in/project-valuable-8a0b19261/";"67d9859cbd0a04e25d508db371e54de5";"en";"";"";"socialMedia";"editorial";"linkedIn"
"101059786";"https://valuable-project.eu/";"f80fc99ca10a8143a66bf47fb7a565a8";"en";"";"";"relatedWebsite";"editorial";"project"
"101073266";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5f85f9823&appId=PPGMS";"d851424a613eea876c2012a5fe7c2681";"en";"";"";"projectDeliverable";"corda";""
"101070085";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e503809067&appId=PPGMS";"cdefe3bf790016736d1241a6f7fa5d5a";"en";"";"";"projectDeliverable";"corda";""
"190138422";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e506f5dfdc&appId=PPGMS";"61eebfd09ef997fa2d04765a22d27ef2";"en";"";"";"projectDeliverable";"corda";""
"101109054";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e505160963&appId=PPGMS";"3e77c4a6935fbae154c1cd45976316c0";"en";"";"";"projectDeliverable";"corda";""
"101109383";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e50ad93128&appId=PPGMS";"8d1b43e5f00be01d1044be3f0905c540";"en";"";"";"projectDeliverable";"corda";""
"101109675";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e50b6a6083&appId=PPGMS";"ba72fb44aa17873d2de941d139f02846";"en";"";"";"projectDeliverable";"corda";""
"101058076";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5fc73088b&appId=PPGMS";"9360115b068391834235dfc64b08018e";"en";"";"";"projectDeliverable";"corda";""
"101058076";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5f4780625&appId=PPGMS";"3bf6442c88a5ad5f2ce2ce4edc0958b0";"en";"";"";"projectDeliverable";"corda";""
